ano,mes,estado,numero,encontro
2005,Março,Goias,92 Fires,1/1/2005
2006,Março,Goias,48 Fires,1/1/2006
2007,Março,Goias,23 Fires,1/1/2007
2008,Março,Goias,14 Fires,1/1/2008
2009,Março,Goias,33 Fires,1/1/2009
2010,Março,Goias,9 Fires,1/1/2010
2011,Março,Goias,8 Fires,1/1/2011
2012,Março,Goias,65 Fires,1/1/2012
2013,Março,Goias,14 Fires,1/1/2013
2014,Março,Goias,15 Fires,1/1/2014
2015,Março,Goias,37 Fires,1/1/2015
2016,Março,Goias,21 Fires,1/1/2016
2017,Março,Goias,12 Fires,1/1/2017
1998,Abril,Goias,0 Fires,1/1/1998
1999,Abril,Goias,0 Fires,1/1/1999
2000,Abril,Goias,7 Fires,1/1/2000
2001,Abril,Goias,1 Fires,1/1/2001
2002,Abril,Goias,7 Fires,1/1/2002
2003,Abril,Goias,120 Fires,1/1/2003
2004,Abril,Goias,59 Fires,1/1/2004
2005,Abril,Goias,25 Fires,1/1/2005
2006,Abril,Goias,30 Fires,1/1/2006
2007,Abril,Goias,2 Fires,1/1/2007
2008,Abril,Goias,31 Fires,1/1/2008
2009,Abril,Goias,57 Fires,1/1/2009
2010,Abril,Goias,19 Fires,1/1/2010
2011,Abril,Goias,5 Fires,1/1/2011
2012,Abril,Goias,40 Fires,1/1/2012
2013,Abril,Goias,46 Fires,1/1/2013
2014,Abril,Goias,34 Fires,1/1/2014
2015,Abril,Goias,32 Fires,1/1/2015
2016,Abril,Goias,36 Fires,1/1/2016
2017,Abril,Goias,26 Fires,1/1/2017
1998,Maio,Goias,0 Fires,1/1/1998
1999,Maio,Goias,1 Fires,1/1/1999
2000,Maio,Goias,0 Fires,1/1/2000
2001,Maio,Goias,2 Fires,1/1/2001
2002,Maio,Goias,3 Fires,1/1/2002
2003,Maio,Goias,84 Fires,1/1/2003
2004,Maio,Goias,2 Fires,1/1/2004
2005,Maio,Goias,21 Fires,1/1/2005
2006,Maio,Goias,33 Fires,1/1/2006
2007,Maio,Goias,2 Fires,1/1/2007
2008,Maio,Goias,15 Fires,1/1/2008
2009,Maio,Goias,33 Fires,1/1/2009
2010,Maio,Goias,1 Fires,1/1/2010
2011,Maio,Goias,16 Fires,1/1/2011
2012,Maio,Goias,60 Fires,1/1/2012
2013,Maio,Goias,52 Fires,1/1/2013
2014,Maio,Goias,42 Fires,1/1/2014
2015,Maio,Goias,70 Fires,1/1/2015
2016,Maio,Goias,26 Fires,1/1/2016
2017,Maio,Goias,36 Fires,1/1/2017
1998,Junho,Goias,2 Fires,1/1/1998
1999,Junho,Goias,0 Fires,1/1/1999
2000,Junho,Goias,2 Fires,1/1/2000
2001,Junho,Goias,1 Fires,1/1/2001
2002,Junho,Goias,0 Fires,1/1/2002
2003,Junho,Goias,68 Fires,1/1/2003
2004,Junho,Goias,127 Fires,1/1/2004
2005,Junho,Goias,58 Fires,1/1/2005
2006,Junho,Goias,32 Fires,1/1/2006
2007,Junho,Goias,11 Fires,1/1/2007
2008,Junho,Goias,2 Fires,1/1/2008
2009,Junho,Goias,14 Fires,1/1/2009
2010,Junho,Goias,1 Fires,1/1/2010
2011,Junho,Goias,26 Fires,1/1/2011
2012,Junho,Goias,42 Fires,1/1/2012
2013,Junho,Goias,31 Fires,1/1/2013
2014,Junho,Goias,3 Fires,1/1/2014
2015,Junho,Goias,104 Fires,1/1/2015
2016,Junho,Goias,79 Fires,1/1/2016
2017,Junho,Goias,70 Fires,1/1/2017
1998,Julho,Goias,0 Fires,1/1/1998
1999,Julho,Goias,2 Fires,1/1/1999
2000,Julho,Goias,21 Fires,1/1/2000
2001,Julho,Goias,5 Fires,1/1/2001
2002,Julho,Goias,82 Fires,1/1/2002
2003,Julho,Goias,43 Fires,1/1/2003
2004,Julho,Goias,94 Fires,1/1/2004
2005,Julho,Goias,90 Fires,1/1/2005
2006,Julho,Goias,74 Fires,1/1/2006
2007,Julho,Goias,12 Fires,1/1/2007
2008,Julho,Goias,46 Fires,1/1/2008
2009,Julho,Goias,26 Fires,1/1/2009
2010,Julho,Goias,31 Fires,1/1/2010
2011,Julho,Goias,31 Fires,1/1/2011
2012,Julho,Goias,42 Fires,1/1/2012
2013,Julho,Goias,69 Fires,1/1/2013
2014,Julho,Goias,82 Fires,1/1/2014
2015,Julho,Goias,45 Fires,1/1/2015
2016,Julho,Goias,480 Fires,1/1/2016
2017,Julho,Goias,591 Fires,1/1/2017
1998,Agosto,Goias,0 Fires,1/1/1998
1999,Agosto,Goias,51 Fires,1/1/1999
2000,Agosto,Goias,69 Fires,1/1/2000
2001,Agosto,Goias,24 Fires,1/1/2001
2002,Agosto,Goias,702 Fires,1/1/2002
2003,Agosto,Goias,1.513 Fires,1/1/2003
2004,Agosto,Goias,728 Fires,1/1/2004
2005,Agosto,Goias,391 Fires,1/1/2005
2006,Agosto,Goias,728 Fires,1/1/2006
2007,Agosto,Goias,462 Fires,1/1/2007
2008,Agosto,Goias,,1/1/2008
2009,Agosto,Goias,759 Fires,1/1/2009
2010,Agosto,Goias,511 Fires,1/1/2010
2011,Agosto,Goias,175 Fires,1/1/2011
2012,Agosto,Goias,398 Fires,1/1/2012
2013,Agosto,Goias,236 Fires,1/1/2013
2014,Agosto,Goias,459 Fires,1/1/2014
2015,Agosto,Goias,379 Fires,1/1/2015
2016,Agosto,Goias,,1/1/2016
2017,Agosto,Goias,713 Fires,1/1/2017
1998,Setembro,Goias,6 Fires,1/1/1998
1999,Setembro,Goias,101 Fires,1/1/1999
2000,Setembro,Goias,36 Fires,1/1/2000
2001,Setembro,Goias,18 Fires,1/1/2001
2002,Setembro,Goias,416 Fires,1/1/2002
2003,Setembro,Goias,1.339 Fires,1/1/2003
2004,Setembro,Goias,755 Fires,1/1/2004
2005,Setembro,Goias,116 Fires,1/1/2005
2006,Setembro,Goias,530 Fires,1/1/2006
2007,Setembro,Goias,617 Fires,1/1/2007
2008,Setembro,Goias,233 Fires,1/1/2008
2009,Setembro,Goias,47 Fires,1/1/2009
2010,Setembro,Goias,198 Fires,1/1/2010
2011,Setembro,Goias,450 Fires,1/1/2011
2012,Setembro,Goias,188 Fires,1/1/2012
2013,Setembro,Goias,303 Fires,1/1/2013
2014,Setembro,Goias,208 Fires,1/1/2014
2015,Setembro,Goias,156 Fires,1/1/2015
2016,Setembro,Goias,644 Fires,1/1/2016
2017,Setembro,Goias,626 Fires,1/1/2017
1998,Outubro,Goias,4 Fires,1/1/1998
1999,Outubro,Goias,16 Fires,1/1/1999
2000,Outubro,Goias,55 Fires,1/1/2000
2001,Outubro,Goias,26 Fires,1/1/2001
2002,Outubro,Goias,42 Fires,1/1/2002
2003,Outubro,Goias,669 Fires,1/1/2003
2004,Outubro,Goias,704 Fires,1/1/2004
2005,Outubro,Goias,197 Fires,1/1/2005
2006,Outubro,Goias,269 Fires,1/1/2006
2007,Outubro,Goias,35 Fires,1/1/2007
2008,Outubro,Goias,56 Fires,1/1/2008
2009,Outubro,Goias,252 Fires,1/1/2009
2010,Outubro,Goias,76 Fires,1/1/2010
2011,Outubro,Goias,102 Fires,1/1/2011
2012,Outubro,Goias,34 Fires,1/1/2012
2013,Outubro,Goias,,1/1/2013
2014,Outubro,Goias,122 Fires,1/1/2014
2015,Outubro,Goias,21 Fires,1/1/2015
2016,Outubro,Goias,56 Fires,1/1/2016
2017,Outubro,Goias,51 Fires,1/1/2017
1998,Novembro,Goias,21 Fires,1/1/1998
1999,Novembro,Goias,84 Fires,1/1/1999
2000,Novembro,Goias,19 Fires,1/1/2000
2001,Novembro,Goias,66 Fires,1/1/2001
2002,Novembro,Goias,348 Fires,1/1/2002
2003,Novembro,Goias,347 Fires,1/1/2003
2004,Novembro,Goias,279 Fires,1/1/2004
2005,Novembro,Goias,384 Fires,1/1/2005
2006,Novembro,Goias,45 Fires,1/1/2006
2007,Novembro,Goias,26 Fires,1/1/2007
2008,Novembro,Goias,16 Fires,1/1/2008
2009,Novembro,Goias,61 Fires,1/1/2009
2010,Novembro,Goias,88 Fires,1/1/2010
2011,Novembro,Goias,79 Fires,1/1/2011
2012,Novembro,Goias,72 Fires,1/1/2012
2013,Novembro,Goias,84 Fires,1/1/2013
2014,Novembro,Goias,43 Fires,1/1/2014
2015,Novembro,Goias,9 Fires,1/1/2015
2016,Novembro,Goias,156 Fires,1/1/2016
2017,Novembro,Goias,152 Fires,1/1/2017
1998,Dezembro,Goias,26 Fires,1/1/1998
1999,Dezembro,Goias,89 Fires,1/1/1999
2000,Dezembro,Goias,29 Fires,1/1/2000
2001,Dezembro,Goias,45 Fires,1/1/2001
2002,Dezembro,Goias,76 Fires,1/1/2002
2003,Dezembro,Goias,129 Fires,1/1/2003
2004,Dezembro,Goias,68 Fires,1/1/2004
2005,Dezembro,Goias,17 Fires,1/1/2005
2006,Dezembro,Goias,7 Fires,1/1/2006
2007,Dezembro,Goias,17 Fires,1/1/2007
2008,Dezembro,Goias,29 Fires,1/1/2008
2009,Dezembro,Goias,20 Fires,1/1/2009
2010,Dezembro,Goias,23 Fires,1/1/2010
2011,Dezembro,Goias,24 Fires,1/1/2011
2012,Dezembro,Goias,32 Fires,1/1/2012
2013,Dezembro,Goias,,1/1/2013
2014,Dezembro,Goias,45 Fires,1/1/2014
2015,Dezembro,Goias,19 Fires,1/1/2015
2016,Dezembro,Goias,20 Fires,1/1/2016
1998,Janeiro,Maranhao,0,1/1/1998
1999,Janeiro,Maranhao,54,1/1/1999
2000,Janeiro,Maranhao,19,1/1/2000
2001,Janeiro,Maranhao,29,1/1/2001
2002,Janeiro,Maranhao,48,1/1/2002
2003,Janeiro,Maranhao,436,1/1/2003
2004,Janeiro,Maranhao,241,1/1/2004
2005,Janeiro,Maranhao,450,1/1/2005
2006,Janeiro,Maranhao,221,1/1/2006
2007,Janeiro,Maranhao,428,1/1/2007
2008,Janeiro,Maranhao,121,1/1/2008
2009,Janeiro,Maranhao,,1/1/2009
2010,Janeiro,Maranhao,319,1/1/2010
2011,Janeiro,Maranhao,124,1/1/2011
2012,Janeiro,Maranhao,326,1/1/2012
2013,Janeiro,Maranhao,209,1/1/2013
2014,Janeiro,Maranhao,195,1/1/2014
2015,Janeiro,Maranhao,494,1/1/2015
2016,Janeiro,Maranhao,412,1/1/2016
2017,Janeiro,Maranhao,187,1/1/2017
1998,Fevereiro,Maranhao,0,1/1/1998
1999,Fevereiro,Maranhao,6,1/1/1999
2000,Fevereiro,Maranhao,11,1/1/2000
2001,Fevereiro,Maranhao,1,1/1/2001
2002,Fevereiro,Maranhao,116,1/1/2002
2003,Fevereiro,Maranhao,11,1/1/2003
2004,Fevereiro,Maranhao,22,1/1/2004
2005,Fevereiro,Maranhao,56,1/1/2005
2006,Fevereiro,Maranhao,22,1/1/2006
2007,Fevereiro,Maranhao,13,1/1/2007
2008,Fevereiro,Maranhao,45,1/1/2008
2009,Fevereiro,Maranhao,20,1/1/2009
2010,Fevereiro,Maranhao,93,1/1/2010
2011,Fevereiro,Maranhao,9,1/1/2011
2012,Fevereiro,Maranhao,46,1/1/2012
2013,Fevereiro,Maranhao,62,1/1/2013
2014,Fevereiro,Maranhao,29,1/1/2014
2015,Fevereiro,Maranhao,95,1/1/2015
2016,Fevereiro,Maranhao,318,1/1/2016
2017,Fevereiro,Maranhao,47,1/1/2017
1998,Março,Maranhao,0,1/1/1998
1999,Março,Maranhao,17,1/1/1999
2000,Março,Maranhao,6,1/1/2000
2001,Março,Maranhao,0,1/1/2001
2002,Março,Maranhao,16,1/1/2002
2003,Março,Maranhao,16,1/1/2003
2004,Março,Maranhao,18,1/1/2004
2005,Março,Maranhao,9,1/1/2005
2006,Março,Maranhao,14,1/1/2006
2007,Março,Maranhao,52,1/1/2007
2008,Março,Maranhao,4,1/1/2008
2009,Março,Maranhao,33,1/1/2009
2010,Março,Maranhao,82,1/1/2010
2011,Março,Maranhao,22,1/1/2011
2012,Março,Maranhao,49,1/1/2012
2013,Março,Maranhao,30,1/1/2013
2014,Março,Maranhao,59,1/1/2014
2015,Março,Maranhao,53,1/1/2015
2016,Março,Maranhao,113,1/1/2016
2017,Março,Maranhao,32,1/1/2017
1998,Abril,Maranhao,0,1/1/1998
1999,Abril,Maranhao,4,1/1/1999
2000,Abril,Maranhao,6,1/1/2000
2001,Abril,Maranhao,2,1/1/2001
2002,Abril,Maranhao,28,1/1/2002
2003,Abril,Maranhao,79,1/1/2003
2004,Abril,Maranhao,,1/1/2004
2005,Abril,Maranhao,43,1/1/2005
2006,Abril,Maranhao,9,1/1/2006
2007,Abril,Maranhao,5,1/1/2007
2008,Abril,Maranhao,26,1/1/2008
2009,Abril,Maranhao,14,1/1/2009
2010,Abril,Maranhao,128,1/1/2010
2011,Abril,Maranhao,37,1/1/2011
2012,Abril,Maranhao,97,1/1/2012
2013,Abril,Maranhao,62,1/1/2013
2014,Abril,Maranhao,78,1/1/2014
2015,Abril,Maranhao,119,1/1/2015
2016,Abril,Maranhao,113,1/1/2016
2017,Abril,Maranhao,91,1/1/2017
1998,Maio,Maranhao,0,1/1/1998
1999,Maio,Maranhao,3,1/1/1999
2000,Maio,Maranhao,28,1/1/2000
2001,Maio,Maranhao,21,1/1/2001
2002,Maio,Maranhao,71,1/1/2002
2003,Maio,Maranhao,60,1/1/2003
2004,Maio,Maranhao,145,1/1/2004
2005,Maio,Maranhao,74,1/1/2005
2006,Maio,Maranhao,5,1/1/2006
2007,Maio,Maranhao,73,1/1/2007
2008,Maio,Maranhao,26,1/1/2008
2009,Maio,Maranhao,19,1/1/2009
2010,Maio,Maranhao,273,1/1/2010
2011,Maio,Maranhao,73,1/1/2011
2012,Maio,Maranhao,286,1/1/2012
2013,Maio,Maranhao,100,1/1/2013
2014,Maio,Maranhao,148,1/1/2014
2015,Maio,Maranhao,194,1/1/2015
2016,Maio,Maranhao,206,1/1/2016
2017,Maio,Maranhao,142,1/1/2017
1998,Junho,Maranhao,78,1/1/1998
1999,Junho,Maranhao,32,1/1/1999
2000,Junho,Maranhao,94,1/1/2000
2001,Junho,Maranhao,100,1/1/2001
2002,Junho,Maranhao,230,1/1/2002
2003,Junho,Maranhao,338,1/1/2003
2004,Junho,Maranhao,706,1/1/2004
2005,Junho,Maranhao,529,1/1/2005
2006,Junho,Maranhao,131,1/1/2006
2007,Junho,Maranhao,515,1/1/2007
2008,Junho,Maranhao,235,1/1/2008
2009,Junho,Maranhao,279,1/1/2009
2010,Junho,Maranhao,494,1/1/2010
2011,Junho,Maranhao,602,1/1/2011
2012,Junho,Maranhao,915,1/1/2012
2013,Junho,Maranhao,498,1/1/2013
2014,Junho,Maranhao,812,1/1/2014
2015,Junho,Maranhao,887,1/1/2015
2016,Junho,Maranhao,709,1/1/2016
2017,Junho,Maranhao,885,1/1/2017
1998,Julho,Maranhao,274,1/1/1998
1999,Julho,Maranhao,258,1/1/1999
2000,Julho,Maranhao,233,1/1/2000
2001,Julho,Maranhao,549,1/1/2001
2002,Julho,Maranhao,1.271,1/1/2002
2003,Julho,Maranhao,1.103,1/1/2003
2004,Julho,Maranhao,1.366,1/1/2004
2005,Julho,Maranhao,1.152,1/1/2005
2006,Julho,Maranhao,512,1/1/2006
2007,Julho,Maranhao,1.205,1/1/2007
2008,Julho,Maranhao,502,1/1/2008
2009,Julho,Maranhao,972,1/1/2009
2010,Julho,Maranhao,2.323,1/1/2010
2011,Julho,Maranhao,1.024,1/1/2011
2012,Julho,Maranhao,3.548,1/1/2012
2013,Julho,Maranhao,1.111,1/1/2013
2014,Julho,Maranhao,2.068,1/1/2014
2015,Julho,Maranhao,1.642,1/1/2015
2016,Julho,Maranhao,2.096,1/1/2016
2017,Julho,Maranhao,2.521,1/1/2017
1998,Agosto,Maranhao,1.176,1/1/1998
1999,Agosto,Maranhao,895,1/1/1999
2000,Agosto,Maranhao,839,1/1/2000
2001,Agosto,Maranhao,2.037,1/1/2001
2002,Agosto,Maranhao,3.481,1/1/2002
2003,Agosto,Maranhao,2.023,1/1/2003
2004,Agosto,Maranhao,1.889,1/1/2004
2005,Agosto,Maranhao,,1/1/2005
2006,Agosto,Maranhao,1.382,1/1/2006
2007,Agosto,Maranhao,8.409,1/1/2007
2008,Agosto,Maranhao,713,1/1/2008
2009,Agosto,Maranhao,1.766,1/1/2009
2010,Agosto,Maranhao,6.353,1/1/2010
2011,Agosto,Maranhao,2.138,1/1/2011
2012,Agosto,Maranhao,10.395,1/1/2012
2013,Agosto,Maranhao,2.098,1/1/2013
2014,Agosto,Maranhao,5.592,1/1/2014
2015,Agosto,Maranhao,5.428,1/1/2015
2016,Agosto,Maranhao,,1/1/2016
2017,Agosto,Maranhao,3.875,1/1/2017
1998,Setembro,Maranhao,3.935,1/1/1998
1999,Setembro,Maranhao,1.739,1/1/1999
2000,Setembro,Maranhao,1.365,1/1/2000
2001,Setembro,Maranhao,4.618,1/1/2001
2002,Setembro,Maranhao,3.181,1/1/2002
2003,Setembro,Maranhao,5.878,1/1/2003
2004,Setembro,Maranhao,4.673,1/1/2004
2005,Setembro,Maranhao,6.292,1/1/2005
2006,Setembro,Maranhao,2.907,1/1/2006
2007,Setembro,Maranhao,8.524,1/1/2007
2008,Setembro,Maranhao,2.761,1/1/2008
2009,Setembro,Maranhao,2.404,1/1/2009
2010,Setembro,Maranhao,9.795,1/1/2010
2011,Setembro,Maranhao,4.632,1/1/2011
2012,Setembro,Maranhao,7.626,1/1/2012
2013,Setembro,Maranhao,3.88,1/1/2013
2014,Setembro,Maranhao,4.373,1/1/2014
2015,Setembro,Maranhao,6.423,1/1/2015
2016,Setembro,Maranhao,3.166,1/1/2016
2017,Setembro,Maranhao,14.825,1/1/2017
1998,Outubro,Maranhao,5.137,1/1/1998
1999,Outubro,Maranhao,3.208,1/1/1999
2000,Outubro,Maranhao,2.654,1/1/2000
2001,Outubro,Maranhao,6.661,1/1/2001
2002,Outubro,Maranhao,5.182,1/1/2002
2003,Outubro,Maranhao,6.085,1/1/2003
2004,Outubro,Maranhao,3.604,1/1/2004
2005,Outubro,Maranhao,6.472,1/1/2005
2006,Outubro,Maranhao,3.024,1/1/2006
2007,Outubro,Maranhao,4.772,1/1/2007
2008,Outubro,Maranhao,3.498,1/1/2008
2009,Outubro,Maranhao,1.861,1/1/2009
2010,Outubro,Maranhao,3.228,1/1/2010
2011,Outubro,Maranhao,2.404,1/1/2011
2012,Outubro,Maranhao,5,1/1/2012
2013,Outubro,Maranhao,2.918,1/1/2013
2014,Outubro,Maranhao,5.812,1/1/2014
2015,Outubro,Maranhao,6.746,1/1/2015
2016,Outubro,Maranhao,5.351,1/1/2016
2017,Outubro,Maranhao,6.011,1/1/2017
1998,Novembro,Maranhao,2.237,1/1/1998
1999,Novembro,Maranhao,1.494,1/1/1999
2000,Novembro,Maranhao,2.267,1/1/2000
2001,Novembro,Maranhao,3.525,1/1/2001
2002,Novembro,Maranhao,5.83,1/1/2002
2003,Novembro,Maranhao,4.929,1/1/2003
2004,Novembro,Maranhao,6.398,1/1/2004
2005,Novembro,Maranhao,4.769,1/1/2005
2006,Novembro,Maranhao,2.004,1/1/2006
2007,Novembro,Maranhao,2.297,1/1/2007
2008,Novembro,Maranhao,2.331,1/1/2008
2009,Novembro,Maranhao,5,1/1/2009
2010,Novembro,Maranhao,4.005,1/1/2010
2011,Novembro,Maranhao,2.261,1/1/2011
2012,Novembro,Maranhao,2.01,1/1/2012
2013,Novembro,Maranhao,2.529,1/1/2013
2014,Novembro,Maranhao,3.869,1/1/2014
2015,Novembro,Maranhao,4.35,1/1/2015
2016,Novembro,Maranhao,3.982,1/1/2016
2017,Novembro,Maranhao,2.3,1/1/2017
1998,Dezembro,Maranhao,1.399,1/1/1998
1999,Dezembro,Maranhao,1.001,1/1/1999
2000,Dezembro,Maranhao,1.461,1/1/2000
2001,Dezembro,Maranhao,1.296,1/1/2001
2002,Dezembro,Maranhao,2.165,1/1/2002
2003,Dezembro,Maranhao,2.424,1/1/2003
2004,Dezembro,Maranhao,3.255,1/1/2004
2005,Dezembro,Maranhao,1.66,1/1/2005
2006,Dezembro,Maranhao,1.052,1/1/2006
2007,Dezembro,Maranhao,800,1/1/2007
2008,Dezembro,Maranhao,1.101,1/1/2008
2009,Dezembro,Maranhao,1.768,1/1/2009
2010,Dezembro,Maranhao,1.803,1/1/2010
2011,Dezembro,Maranhao,1.629,1/1/2011
2012,Dezembro,Maranhao,1.296,1/1/2012
2013,Dezembro,Maranhao,2.692,1/1/2013
2014,Dezembro,Maranhao,2.4,1/1/2014
2015,Dezembro,Maranhao,3.706,1/1/2015
2016,Dezembro,Maranhao,1.577,1/1/2016
1998,Janeiro,Mato Grosso,0,1/1/1998
1999,Janeiro,Mato Grosso,39,1/1/1999
2000,Janeiro,Mato Grosso,44,1/1/2000
2001,Janeiro,Mato Grosso,44,1/1/2001
2002,Janeiro,Mato Grosso,172,1/1/2002
2003,Janeiro,Mato Grosso,896,1/1/2003
2004,Janeiro,Mato Grosso,301,1/1/2004
2005,Janeiro,Mato Grosso,438,1/1/2005
2006,Janeiro,Mato Grosso,947,1/1/2006
2007,Janeiro,Mato Grosso,476,1/1/2007
2008,Janeiro,Mato Grosso,245,1/1/2008
2009,Janeiro,Mato Grosso,527,1/1/2009
2010,Janeiro,Mato Grosso,298,1/1/2010
2011,Janeiro,Mato Grosso,171,1/1/2011
2012,Janeiro,Mato Grosso,166,1/1/2012
2013,Janeiro,Mato Grosso,269,1/1/2013
2014,Janeiro,Mato Grosso,315,1/1/2014
2015,Janeiro,Mato Grosso,960,1/1/2015
2016,Janeiro,Mato Grosso,374,1/1/2016
2017,Janeiro,Mato Grosso,482,1/1/2017
1998,Fevereiro,Mato Grosso,0,1/1/1998
1999,Fevereiro,Mato Grosso,28,1/1/1999
2000,Fevereiro,Mato Grosso,35,1/1/2000
2001,Fevereiro,Mato Grosso,54,1/1/2001
2002,Fevereiro,Mato Grosso,22,1/1/2002
2003,Fevereiro,Mato Grosso,592,1/1/2003
2004,Fevereiro,Mato Grosso,272,1/1/2004
2005,Fevereiro,Mato Grosso,871,1/1/2005
2006,Fevereiro,Mato Grosso,383,1/1/2006
2007,Fevereiro,Mato Grosso,213,1/1/2007
2008,Fevereiro,Mato Grosso,180,1/1/2008
2009,Fevereiro,Mato Grosso,248,1/1/2009
2010,Fevereiro,Mato Grosso,431,1/1/2010
2011,Fevereiro,Mato Grosso,119,1/1/2011
2012,Fevereiro,Mato Grosso,193,1/1/2012
2013,Fevereiro,Mato Grosso,375,1/1/2013
2014,Fevereiro,Mato Grosso,199,1/1/2014
2015,Fevereiro,Mato Grosso,542,1/1/2015
2016,Fevereiro,Mato Grosso,1.05,1/1/2016
2017,Fevereiro,Mato Grosso,337,1/1/2017
1998,Março,Mato Grosso,0,1/1/1998
1999,Março,Mato Grosso,18,1/1/1999
2000,Março,Mato Grosso,60,1/1/2000
2001,Março,Mato Grosso,24,1/1/2001
2002,Março,Mato Grosso,103,1/1/2002
2003,Março,Mato Grosso,554,1/1/2003
2004,Março,Mato Grosso,743,1/1/2004
2005,Março,Mato Grosso,362,1/1/2005
2006,Março,Mato Grosso,448,1/1/2006
2007,Março,Mato Grosso,476,1/1/2007
2008,Março,Mato Grosso,180,1/1/2008
2009,Março,Mato Grosso,325,1/1/2009
2010,Março,Mato Grosso,605,1/1/2010
2011,Março,Mato Grosso,252,1/1/2011
2012,Março,Mato Grosso,423,1/1/2012
2013,Março,Mato Grosso,563,1/1/2013
2014,Março,Mato Grosso,655,1/1/2014
2015,Março,Mato Grosso,705,1/1/2015
2016,Março,Mato Grosso,1.085,1/1/2016
2017,Março,Mato Grosso,719,1/1/2017
1998,Abril,Mato Grosso,,1/1/1998
1999,Abril,Mato Grosso,76,1/1/1999
2000,Abril,Mato Grosso,59,1/1/2000
2001,Abril,Mato Grosso,309,1/1/2001
2002,Abril,Mato Grosso,641,1/1/2002
2003,Abril,Mato Grosso,903,1/1/2003
2004,Abril,Mato Grosso,441,1/1/2004
2005,Abril,Mato Grosso,372,1/1/2005
2006,Abril,Mato Grosso,,1/1/2006
2007,Abril,Mato Grosso,79,1/1/2007
2008,Abril,Mato Grosso,274,1/1/2008
2009,Abril,Mato Grosso,169,1/1/2009
2010,Abril,Mato Grosso,769,1/1/2010
2011,Abril,Mato Grosso,345,1/1/2011
2012,Abril,Mato Grosso,521,1/1/2012
2013,Abril,Mato Grosso,338,1/1/2013
2014,Abril,Mato Grosso,859,1/1/2014
2015,Abril,Mato Grosso,947,1/1/2015
2016,Abril,Mato Grosso,1.77,1/1/2016
2017,Abril,Mato Grosso,606,1/1/2017
1998,Maio,Mato Grosso,0,1/1/1998
1999,Maio,Mato Grosso,731,1/1/1999
2000,Maio,Mato Grosso,1.194,1/1/2000
2001,Maio,Mato Grosso,1.193,1/1/2001
2002,Maio,Mato Grosso,2.528,1/1/2002
2003,Maio,Mato Grosso,942,1/1/2003
2004,Maio,Mato Grosso,2.413,1/1/2004
2005,Maio,Mato Grosso,1.641,1/1/2005
2006,Maio,Mato Grosso,269,1/1/2006
2007,Maio,Mato Grosso,359,1/1/2007
2008,Maio,Mato Grosso,119,1/1/2008
2009,Maio,Mato Grosso,516,1/1/2009
2010,Maio,Mato Grosso,1.313,1/1/2010
2011,Maio,Mato Grosso,547,1/1/2011
2012,Maio,Mato Grosso,812,1/1/2012
2013,Maio,Mato Grosso,739,1/1/2013
2014,Maio,Mato Grosso,933,1/1/2014
2015,Maio,Mato Grosso,541,1/1/2015
2016,Maio,Mato Grosso,1.081,1/1/2016
2017,Maio,Mato Grosso,845,1/1/2017
1998,Junho,Mato Grosso,2.201,1/1/1998
1999,Junho,Mato Grosso,2.201,1/1/1999
2000,Junho,Mato Grosso,4.358,1/1/2000
2001,Junho,Mato Grosso,6.665,1/1/2001
2002,Junho,Mato Grosso,7.878,1/1/2002
2003,Junho,Mato Grosso,4.313,1/1/2003
2004,Junho,Mato Grosso,9.813,1/1/2004
2005,Junho,Mato Grosso,2.294,1/1/2005
2006,Junho,Mato Grosso,856,1/1/2006
2007,Junho,Mato Grosso,1.339,1/1/2007
2008,Junho,Mato Grosso,403,1/1/2008
2009,Junho,Mato Grosso,979,1/1/2009
2010,Junho,Mato Grosso,1.025,1/1/2010
2011,Junho,Mato Grosso,974,1/1/2011
2012,Junho,Mato Grosso,1.651,1/1/2012
2013,Junho,Mato Grosso,1.213,1/1/2013
2014,Junho,Mato Grosso,1.795,1/1/2014
2015,Junho,Mato Grosso,1.402,1/1/2015
2016,Junho,Mato Grosso,1.417,1/1/2016
2017,Junho,Mato Grosso,2.041,1/1/2017
1998,Julho,Mato Grosso,3.712,1/1/1998
1999,Julho,Mato Grosso,3.926,1/1/1999
2000,Julho,Mato Grosso,1.338,1/1/2000
2001,Julho,Mato Grosso,1.555,1/1/2001
2002,Julho,Mato Grosso,5.661,1/1/2002
2003,Julho,Mato Grosso,5.435,1/1/2003
2004,Julho,Mato Grosso,11.517,1/1/2004
2005,Julho,Mato Grosso,4.172,1/1/2005
2006,Julho,Mato Grosso,1.941,1/1/2006
2007,Julho,Mato Grosso,1.79,1/1/2007
2008,Julho,Mato Grosso,1.117,1/1/2008
2009,Julho,Mato Grosso,1.613,1/1/2009
2010,Julho,Mato Grosso,3.442,1/1/2010
2011,Julho,Mato Grosso,1.061,1/1/2011
2012,Julho,Mato Grosso,2.008,1/1/2012
2013,Julho,Mato Grosso,1.63,1/1/2013
2014,Julho,Mato Grosso,2.255,1/1/2014
2015,Julho,Mato Grosso,1.533,1/1/2015
2016,Julho,Mato Grosso,3.495,1/1/2016
2017,Julho,Mato Grosso,2.79,1/1/2017
1998,Agosto,Mato Grosso,15.406,1/1/1998
1999,Agosto,Mato Grosso,18.566,1/1/1999
2000,Agosto,Mato Grosso,6.063,1/1/2000
